번호,구분,근거,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,WGS84위도,WGS84경도,화장실소유구분,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
104,공중화장실,,국립백두대간수목원 야외화장실B,,경상북도 봉화군 춘양면 서벽리 1261,3,3,1,1,1,0,8,1,0,국립백두대간수목원,054-679-6653,,10,,,,공공기관-국가공공기관,수세식,,Y,여자화장실,Y,Y,여자화장실,,2020-04-30
105,공중화장실,,국립백두대간수목원 야외화장실C,,경상북도 봉화군 춘양면 서벽리 1381,4,3,1,1,1,0,8,1,0,국립백두대간수목원,054-679-6653,,10,,,,공공기관-국가공공기관,수세식,,Y,여자화장실,Y,Y,여자화장실,,2020-04-30
106,공중화장실,,국립백두대간수목원 야외화장실D,,경상북도 봉화군 춘양면 서벽리 1199,3,3,1,1,1,0,8,1,0,국립백두대간수목원,054-679-6653,,10,,,,공공기관-국가공공기관,수세식,,Y,여자화장실,Y,Y,여자화장실,,2020-04-30
107,공중화장실,,국립백두대간수목원 판매센터,,경상북도 봉화군 춘양면 서벽리 539-1,2,3,0,0,0,0,4,0,0,국립백두대간수목원,054-679-6653,,10,,,,공공기관-국가공공기관,수세식,,N,없음,Y,N,없음,,2020-04-30
108,공중화장실,,서벽치안센터,경상북도 봉화군 춘양면 춘양로 1434,경상북도 봉화군 춘양면 서벽리 353-5,1,1,0,0,0,0,1,0,0,서벽치안센터,054-672-3112,,24,,,,공공기관-국가공공기관,수세식,,N,없음,N,N,없음,,2020-04-30
109,간이화장실,,도래기재,,경상북도 봉화군 춘양면 서벽리 산 103-5,1,0,0,0,0,0,1,0,0,춘양면사무소,054-679-5423,,24,,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
110,간이화장실,,대각사 입구 솔숲,,경상북도 봉화군 춘양면 애당리 729,1,1,0,0,0,0,1,0,0,춘양면사무소,054-679-5423,,24,,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
111,간이화장실,,석문동다리앞 강건너,,경상북도 봉화군 춘양면 애당리 산 4-1,1,0,0,0,0,0,1,0,0,춘양면사무소,054-679-5423,,24,,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
112,간이화장실,,석문동포장끝 이창구집앞,,경상북도 봉화군 춘양면 애당리 658,1,1,0,0,0,0,2,0,0,춘양면사무소,054-679-5423,,24,,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
113,간이화장실,,수림식당 앞 소공원,,경상북도 봉화군 춘양면 애당리 232-3,1,0,0,0,0,0,2,0,0,춘양면사무소,054-679-5423,,24,,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
114,간이화장실,,참새골 무명교앞 최광식밭 끝,,경상북도 봉화군 춘양면 애당리 708,1,0,0,0,0,0,1,0,0,춘양면사무소,054-679-5423,,24,,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
115,간이화장실,,참새골 진조교 앞,,경상북도 봉화군 춘양면 애당리 산 4-4,1,0,0,0,0,0,1,0,0,춘양면사무소,054-679-5423,,24,,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
116,간이화장실,,참새골김시우집앞,,경상북도 봉화군 춘양면 애당리 616-4,1,1,0,0,0,0,1,0,0,춘양면사무소,054-679-5423,,24,,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
117,간이화장실,,참새골펜션(최광식집)앞,,경상북도 봉화군 춘양면 애당리 743,1,0,0,0,0,0,1,0,0,춘양면사무소,054-679-5423,,24,,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
118,간이화장실,,참세골입구 전계실집앞,,경상북도 봉화군 춘양면 애당리 424,1,0,0,0,0,0,1,0,0,춘양면사무소,054-679-5423,,24,,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
119,간이화장실,,당숲 느티나무 앞,,경상북도 봉화군 춘양면 도심리 934,1,0,0,0,0,0,1,0,0,춘양면사무소,054-679-5423,,24,,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
120,간이화장실,,도심3리입구버스승강장앞,,경상북도 봉화군 춘양면 서벽리 19-5,1,1,0,0,0,0,1,0,0,춘양면사무소,054-679-5423,,24,,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
121,간이화장실,,도심1리소공원(구억마입구),,경상북도 봉화군 춘양면 애당리 857,1,1,0,0,0,0,1,0,0,춘양면사무소,054-679-5423,,24,,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
122,간이화장실,,공세동 뉴스타드 입구,,경상북도 봉화군 춘양면 석현리 818,1,1,0,0,0,0,1,0,0,춘양면사무소,054-679-5423,,24,,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
123,간이화장실,,와선정 솔숲,,경상북도 봉화군 춘양면 학산리 산 43,1,0,0,0,0,0,1,0,0,춘양면사무소,054-679-5423,,24,,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
124,간이화장실,,와선정 주차장,,경상북도 봉화군 춘양면 학산리 689,1,1,0,0,0,0,1,0,0,춘양면사무소,054-679-5423,,24,,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
125,공중화장실,,춘양중학교,경상북도 봉화군 춘양면 서원촌길 8-14,경상북도 봉화군 춘양면 서동리 83-1,4,4,0,0,0,0,10,0,0,춘양중학교,054-673-3228,,10,,,,공공기관-국가공공기관,수세식,,N,없음,Y,N,없음,,2020-04-30
126,공중화장실,,한국산림과학고등학교,경상북도 봉화군 춘양면 서원촌길 8-14,경상북도 봉화군 춘양면 서동리 83-1,6,9,0,0,0,0,15,0,0,한국산림과학고,054-673-3068,,10,,,,공공기관-국가공공기관,수세식,,N,없음,Y,N,없음,,2020-04-30
127,간이화장실,,나북대기공동묘지,,경상북도 봉화군 춘양면 서동리 2-2,1,0,0,0,0,0,1,0,0,춘양면사무소,054-679-5423,,24,,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
128,공중화장실,,춘양역,경상북도 봉화군 춘양면 운곡길 22-2,경상북도 봉화군 춘양면 의양리 152,2,2,0,1,1,0,2,0,0,춘양역,,,24,,,,공공기관-국가공공기관,수세식,,N,없음,N,Y,여자화장실,,2020-04-30
129,공중화장실,,춘양우체국,경상북도 봉화군 춘양면 춘양로 175,경상북도 봉화군 춘양면 의양리 378-10,1,1,0,0,0,0,2,0,0,춘양우체국,054-672-3300,,10,,,,공공기관-국가공공기관,수세식,,N,없음,N,N,없음,,2020-04-30
130,이동화장실,,춘양체육공원 앞,,경상북도 봉화군 춘양면 의양리 585-1,2,3,0,0,0,0,2,0,0,춘양면사무소,054-679-5423,,24,,,,공공기관-지방자치단체,수거식,,Y,여자화장실,N,N,없음,,2020-04-30
131,간이화장실,,테니스장,,경상북도 봉화군 춘양면 의양리 산 2-6,2,0,0,0,0,0,1,0,0,춘양면사무소,054-679-5423,,24,,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
132,공중화장실,,춘양시장,,경상북도 봉화군 춘양면 의양리 402,1,4,1,0,0,0,5,1,0,춘양시장상인회,054-672-3225,,24,,,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,없음,N,N,없음,,2020-04-30
133,공중화장실,,춘양파출소,경상북도 봉화군 춘양면 의양로 54,경상북도 봉화군 춘양면 의양리 351-2,1,1,1,1,1,0,1,0,0,춘양파출소,054-672-3112,,24,,,,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,,2020-04-30
134,공중화장실,,춘양보건지소,경상북도 봉화군 춘양면 의양로 153,경상북도 봉화군 춘양면 의양리 387-4,1,2,0,0,0,0,1,0,0,춘양보건지소,054-679-5471,,10,,,,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,,2020-04-30
135,공중화장실,,춘양면사무소,경상북도 봉화군 춘양면 의양로5길 19,경상북도 봉화군 춘양면 의양리 409-10,2,3,1,0,0,0,3,0,0,춘양면사무소,054-679-5423,,10,,,,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,,2020-04-30
136,공중화장실,,춘양양묘사업소,경상북도 봉화군 춘양면 의양로5길 23,경상북도 봉화군 춘양면 의양리 409-25,2,1,0,0,0,0,2,0,0,춘양양묘사업소,054-672-3134,,10,,,,공공기관-국가공공기관,수세식,,N,없음,N,N,없음,,2020-04-30
137,공중화장실,,춘양공용버스터미널,경상북도 봉화군 춘양면 의양로5길 3,경상북도 봉화군 춘양면 의양리 430-1,2,2,0,1,1,0,3,0,0,춘양면사무소,054-679-5423,,12,,,,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,,2020-04-30
138,공중화장실,,소로2리마을회관 앞,,경상북도 봉화군 춘양면 소로리 355-6,2,3,0,0,0,0,5,0,0,새마을일자리경제과,054-679-5414,,24,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,N,없음,,2020-04-30
139,공중화장실,,춘양119안전센터,경상북도 봉화군 춘양면 소천로 22,경상북도 봉화군 춘양면 소로리 635-4,2,2,0,0,0,0,2,0,0,영주소방서,054-672-3119,,24,,,,공공기관-국가공공기관,수세식,,N,없음,Y,N,없음,,2020-04-30
140,간이화장실,,척곡2리 초입 소공원,,경북 봉화군 법전면 척곡리 1134,1,1,0,0,0,0,1,0,0,법전면사무소,054-679-5321,,24,2010-12,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
141,간이화장실,,척곡2리 달밭체육공원,,경북 봉화군 법전면 척곡리 666-2,1,1,0,0,0,0,1,0,0,법전면사무소,054-679-5321,,24,2017-12,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
142,간이화장실,,소천2리계곡펜션입구,,경북 봉화군 법전면 소천리 618-1,0,1,0,0,0,0,1,0,0,법전면사무소,054-679-5321,,24,2011-12,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
143,간이화장실,,소천2리 조례제방 끝(마을우측),,경북 봉화군 법전면 소천리 산55,1,0,0,0,0,0,1,0,0,법전면사무소,054-679-5321,,24,2011-12,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
144,간이화장실,,소천2리 조래마을 좌측,,경북 봉화군 법전면 소천리 530-4,1,0,0,0,0,0,1,0,0,법전면사무소,054-679-5321,,24,2011-12,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
145,간이화장실,,소천2리 어은골 정자(두 동),,경북 봉화군 법전면 소천리 801-4,1,1,0,0,0,0,1,0,0,법전면사무소,054-679-5321,,24,2011-12,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
146,간이화장실,,소천2리 어은골 당숲(마을입구),,경북 봉화군 법전면 소천리 산119-1,1,0,0,0,0,0,1,0,0,법전면사무소,054-679-5321,,24,2010-12,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
147,간이화장실,,소천2리 사미정쉼터,,경북 봉화군 법전면 소천리 553-1,1,1,0,0,0,0,1,0,0,법전면사무소,054-679-5321,,24,1983-12,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
148,간이화장실,,소천2리 사미정가무유원지끝,,경북 봉화군 법전면 소천리 898,1,1,0,0,0,0,1,0,0,법전면사무소,054-679-5321,,24,1983-12,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
149,간이화장실,,소천2리 가무유원지입구,,경북 봉화군 법전면 소천리 866,0,1,0,0,0,0,1,0,0,법전면사무소,054-679-5321,,24,1983-12,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
150,간이화장실,,소천2리 가무유원지(수달사육지)-좌측,,경북 봉화군 법전면 소천리 872-2,0,1,0,0,0,0,1,0,0,법전면사무소,054-679-5321,,24,1983-12,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
151,간이화장실,,소천2리 가무유원지(수달사육지)-우측,,경북 봉화군 법전면 소천리 872-1,1,1,0,0,0,0,1,0,0,법전면사무소,054-679-5321,,24,1983-12,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
152,간이화장실,,사미정계곡 펜션전 커브도로변,,경북 봉화군 법전면 소천리 산105-1,0,1,0,0,0,0,1,0,0,법전면사무소,054-679-5321,,24,1993-12,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
153,간이화장실,,동면2리마을회관앞,,경상북도 봉화군 재산면 동면리 1279-3,1,1,0,0,0,0,2,0,0,재산면사무소,054-679-5723,,24,2017-01,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,2017-01,2020-04-30
154,간이화장실,,터널산장,,경상북도 봉화군 재산면 갈산리 67-5,1,0,0,0,0,0,2,0,0,재산면사무소,054-679-5723,,24,1995-01,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,1995-01,2020-04-30
155,간이화장실,,우련전,,경상북도 봉화군 재산면 갈산리 60-1,1,0,0,0,0,0,2,0,0,재산면사무소,054-679-5723,,24,1995-01,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,1995-01,2020-04-30
156,간이화장실,,재산초등학교 옆,,경상북도 봉화군 재산면 현동리 668-10,1,0,0,0,0,0,1,0,0,재산면사무소,054-679-5723,,24,2013-01,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,2013-01,2020-04-30
157,간이화장실,,이름실삼거리,,경상북도 봉화군 재산면 남면리 802-1,1,1,0,0,0,0,1,0,0,재산면사무소,054-679-5723,,24,2010-01,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,2010-01,2020-04-30
158,간이화장실,,동면마애불(문화재),,경상북도 봉화군 재산면 동면리 2089-3,1,1,0,0,0,0,1,0,0,재산면사무소,054-679-5723,,24,2010-01,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,2010-01,2020-04-30
159,간이화장실,,동면 저수지 주차장,,경상북도 봉화군 재산면 동면리 305-2,0,0,0,0,0,0,0,0,0,재산면사무소,054-679-5723,,24,2001-01,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,2001-01,2020-04-30
160,간이화장실,,상리저수지,,경상북도 봉화군 재산면 상리 835,0,0,0,0,0,0,0,0,0,재산면사무소,054-679-5723,,24,2005-01,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,2005-01,2020-04-30
161,간이화장실,,갈산선바위-2(머너무),,경상북도 봉화군 재산면 갈산리 2565,1,0,0,0,0,0,2,0,0,재산면사무소,054-679-5723,,24,2011-01,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,2011-01,2020-04-30
162,간이화장실,,갈산선바위-1,,경상북도 봉화군 재산면 갈산리 1757,1,0,0,0,0,0,1,0,0,재산면사무소,054-679-5723,,24,2001-01,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,2001-01,2020-04-30
163,간이화장실,,현동2리 체육공원,,경상북도 봉화군 재산면 현동리 835-9,0,0,0,0,0,0,0,0,0,재산면사무소,054-679-5723,,24,2002-01,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,2002-01,2020-04-30
164,개방화장실,,재산초등학교,경상북도 봉화군 재산면 재산로 514,,2,5,1,1,1,0,3,1,0,재산초등학교,054-672-8027,,9,1981-01,,,공공기관-국가공공기관,수세식,,N,없음,N,N,없음,1981-01,2020-04-30
165,개방화장실,,재산우체국,경상북도 봉화군 재산면 재산로 521,,1,1,0,0,0,0,1,0,0,재산우체국,054-672-8001,,9,2007-01,,,공공기관-국가공공기관,수세식,,N,없음,N,N,없음,2007-01,2020-04-30
166,개방화장실,,재산치안센터,경상북도 봉화군 재산면 재산로 489,,0,0,0,0,0,0,0,0,0,봉화경찰서(재산치안센터),054-672-8112,,24,1992-01,,,공공기관-국가공공기관,수세식,,N,없음,N,N,없음,1992-01,2020-04-30
167,개방화장실,,재산면사무소,경상북도 봉화군 재산면 대내골길 4,,2,2,1,0,0,0,2,0,0,재산면사무소,054-679-5713,,24,1985-01,,,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,1985-01,2020-04-30
168,공중화장실,,재산공중화장실(정류소),,경상북도 봉화군 재산면 현동리 667-14,2,2,0,0,0,0,3,0,0,재산면사무소,054-679-5723,,24,2011-01,,,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,2011-01,2020-04-30
169,공중화장실,,석포면사무소,경상북도 봉화군 석포로1길 55,,2,2,0,0,0,0,1,0,0,석포면사무소,054-679-5623,,8,1989-12,37.0491,129.0652,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,,2020-04-30
170,간이화장실,,태백산국립공원 등산로 백천탐방지원센터사무소 앞,,경상북도 봉화군 대현리 480,1,1,0,0,0,0,2,0,0,태백산국립공원(마을에서 관리),,,24,2009-12,37.0717,128.9712,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,,2020-04-30
171,간이화장실,,정법사 앞 간이화장실화장실,경상북도 봉화군 석포면 청옥로,,1,0,0,0,0,0,0,0,0,석포면사무소,054-679-5623,,24,2002-12,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
172,간이화장실,,육송정 간이화장실화장실(소공원),,경상북도 봉화군 석포면 대현리 산13-49,1,0,0,0,0,0,1,0,0,석포면사무소,054-679-5623,,24,2003-12,37.0642,129.0404,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
173,간이화장실,,오전골2(골안4교 우측),,경상북도 봉화군 석포리 산1-189,1,1,0,0,0,0,1,0,0,석포면사무소,054-679-5623,,24,2011-12,,,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
174,간이화장실,,오전골1(군집기 뒤),,경상북도 봉화군 석포면 석포리 산 66,1,0,0,0,0,0,0,0,0,석포면사무소,054-679-5623,,24,2011-12,37.0532,129.0707,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
175,간이화장실,,수변공원 간이화장실화장실(중학교뒤),,경상북도 봉화군 석포리 356-1,0,1,0,0,0,0,1,0,0,석포면사무소,054-679-5623,,24,2006-12,37.0524,129.0684,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
176,간이화장실,,속세골(정법사 앞 국도변),,경상북도 봉화군 석포면 대현리 407,1,0,0,0,0,0,2,0,0,석포면사무소,054-679-5623,,24,2011-12,37.0625,129.0251,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
177,간이화장실,,성산교회 간이화장실화장실(이점교 우측),,경상북도 봉화군 석포면 대현리 산116,1,0,0,0,0,0,0,0,0,석포면사무소,054-679-5623,,24,2002-12,37.0618,129.0234,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
178,간이화장실,,석개재(도 경계),,경상북도 봉화군 석포면 석포리 산1-195,1,0,0,0,0,0,1,0,0,석포면사무소,054-679-5623,,24,2010-12,37.0831,129.1322,공공기관-지방자치단체,수거식,,N,없음,N,N,없음,,2020-04-30
